"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","RHAV","SNWD","TAVG","WDF2","WT02","WT05","WT18"
"USW00013776","2024-01-23","42","30.49","30.36","46","1.34","   77",,,"   80",,,
"USW00013776","2024-01-24","59","30.36","30.24","60","6.49","   89",,,"  150",,,
"USW00013776","2024-01-25","67","30.21","30.08","67","4.92","   97",,,"  220",,,
"USW00013776","2024-01-26","64","30.09","29.96","66","7.16","   83",,,"  250",,,
"USW00013776","2024-01-27","61","30.05","29.94","63","4.70","   88",,,"  130",,,
"USW00013776","2024-01-28","51","29.75","29.62","56","14.32","   67",,,"  240",,,
"USW00013776","2024-01-29","35","29.96","29.80","43","9.17","   60",,,"  340",,,
"USW00013776","2024-01-30","36","30.09","29.96","41","4.92","   69",,,"  100",,,
"USW00013776","2024-01-31","42","30.02","29.87","44","6.26","   89",,,"  350",,,
"USW00013776","2024-02-01","37","30.09","29.96","40","3.13","   83",,,"  240","    1",,
"USW00013776","2024-02-02","41","29.91","29.77","46","5.37","   72",,,"   40",,,
"USW00013776","2024-02-03","33","30.03","29.88","40","6.04","   63",,,"   40",,,
"USW00013776","2024-02-04","31","29.93","29.80","38","6.04","   64",,,"   60",,,
"USW00013776","2024-02-05","31","29.80","29.65","41","11.41","   51",,,"   30",,,
"USW00013776","2024-02-06","27","29.99","29.82","38","15.21","   51",,,"   30",,,
"USW00013776","2024-02-07","26","30.24","30.08","35","7.38","   57",,,"   30",,,
"USW00013776","2024-02-08","32","30.30","30.16","38","1.34","   69",,,"   70",,,
"USW00013776","2024-02-09","44","30.18","30.05","48","3.13","   78",,,"  240",,,
"USW00013776","2024-02-10","54","30.04","29.91","58","8.05","   77",,,"  250",,,
"USW00013776","2024-02-11","59","29.91","29.78","61","8.05","   85",,,"  240",,,
"USW00013776","2024-02-12","60","29.77","29.68","60","6.71","   96",,,"  140",,,
"USW00013776","2024-02-13","40","29.76","29.57","48","12.30","   62",,,"  260",,,
"USW00013776","2024-02-14","35","30.17","30.01","42","4.47","   68",,,"  300",,,
"USW00013776","2024-02-15","39","30.14","30.01","46","6.26","   64",,,"  250",,,
"USW00013776","2024-02-16","44","29.97","29.85","49","4.03","   71",,,"  150",,,
"USW00013776","2024-02-17","35","29.87","29.71","44","9.40","   55",,,"  350",,,
"USW00013776","2024-02-18","23","30.07","29.93","34","3.58","   54",,,"  360",,,
"USW00013776","2024-02-19","28","30.13","29.98","37","3.58","   61",,,"   40",,,
"USW00013776","2024-02-20","30","30.29","30.14","38","6.71","   58",,,"   30",,,
"USW00013776","2024-02-21","32","30.29","30.16","39","6.26","   65",,,"   10",,,
"USW00013776","2024-02-22","36","30.01","29.91","43","6.26","   62",,,"  200",,,
"USW00013776","2024-02-23","50","29.60","29.47","53","7.83","   83",,,"  280","    1",,
"USW00013776","2024-02-24","40","29.79","29.61","45","5.82","   74",,,"  300","    1",,
"USW00013776","2024-02-25","34","30.15","29.99","40","4.70","   71",,,"   40",,,
"USW00013776","2024-02-26","39","30.14","30.01","48","7.38","   59",,,"  210",,,
"USW00013776","2024-02-27","46","30.03","29.90","52","8.28","   67",,,"  220",,,
"USW00013776","2024-02-28","53","29.96","29.80","60","14.76","   62",,,"  240",,,
"USW00013776","2024-02-29","26","30.39","30.22","39","6.26","   47",,,"  330",,,
"USW00013776","2024-03-01","44","30.38","30.26","49","9.84","   71",,,"  110",,,
"USW00013776","2024-03-02","60","30.12","29.99","61","5.82","   91",,,"  140",,,
"USW00013776","2024-03-03","58","30.15","30.01","60","2.01","   86",,,"  100","    1",,
"USW00013776","2024-03-04","56","30.12","29.99","59","6.93","   80",,,"   30","    1",,
"USW00013776","2024-03-05","53","30.07","29.94","56","1.57","   79",,,"  220",,,
"USW00013776","2024-03-06","53","29.86","29.69","55","5.82","   86",,,"   40","    1",,
"USW00013776","2024-03-07","56","29.92","29.76","58","5.14","   82",,,"  360",,,
"USW00013776","2024-03-08","51","30.14","30.00","54","7.61","   77",,,"  100",,,
"USW00013776","2024-03-09","60","29.80","29.72","61","10.29","   89",,,"  140",,,
"USW00013776","2024-03-10","38","29.81","29.63","49","14.09","   52",,,"  290",,,
"USW00013776","2024-03-11","27","30.15","30.01","40","7.16","   48",,,"  320",,,
"USW00013776","2024-03-12","38","30.08","29.95","45","3.36","   64",,,"  230",,,
"USW00013776","2024-03-13","44","29.99","29.85","50","4.70","   65",,,"  250",,,
"USW00013776","2024-03-14","45","30.07","29.93","53","3.58","   59",,,"  220",,,
"USW00013776","2024-03-15","55","29.94","29.83","59","7.61","   75",,,"  270",,,
"USW00013776","2024-03-16","59","29.85","29.72","62","5.14","   82",,,"  150","    1",,
"USW00013776","2024-03-17","53","29.73","29.61","58","7.83","   67",,,"  240",,,
"USW00013776","2024-03-18","38","29.80","29.64","48","10.96","   50",,,"  320",,,
"USW00013776","2024-03-19","25","30.01","29.86","38","9.62","   45",,,"  330",,,
"USW00013776","2024-03-20","35","29.91","29.77","46","7.16","   47",,,"  240",,,
"USW00013776","2024-03-21","41","30.11","29.95","49","5.14","   61",,,"   40",,,
"USW00013776","2024-03-22","54","30.08","29.98","56","8.28","   88",,,"  130",,,
"USW00013776","2024-03-23","57","29.72","29.58","59","9.84","   81",,,"   30",,,
"USW00013776","2024-03-24","28","30.14","30.00","40","12.75","   47",,,"   40",,,
"USW00013776","2024-03-25","38","30.24","30.11","45","7.38","   64",,,"   30",,,
"USW00013776","2024-03-26","42","30.08","29.96","49","7.16","   58",,,"  140",,,
"USW00013776","2024-03-27","59","29.94","29.82","61","8.72","   88",,,"  150",,,
"USW00013776","2024-03-28","51","29.92","29.77","52","8.72","   90",,,"  360",,,
"USW00013776","2024-03-29","36","30.05","29.91","46","8.95","   54",,,"  290",,,
"USW00013776","2024-03-30","40","29.99","29.86","51","8.05","   49",,,"  250",,,
"USW00013776","2024-03-31","50","29.95","29.81","57","6.26","   55",,,"  240",,,
"USW00013776","2024-04-01","60","29.91","29.79","64","8.95","   68",,,"  250",,,
"USW00013776","2024-04-02","63","29.77","29.65","67","10.51","   70",,,"  240",,,
"USW00013776","2024-04-03","59","29.46","29.33","63","13.20","   75",,,"  270",,,
"USW00013776","2024-04-04","36","29.64","29.47","45","11.86","   55",,,"  240",,,
"USW00013776","2024-04-05","36","29.88","29.72","46","7.61","   53",,,"  300",,,
"USW00013776","2024-04-06","33","30.03","29.88","43","8.72","   52",,,"  360",,,
"USW00013776","2024-04-07","38","30.12","29.98","46","2.24","   61",,,"  320",,,
"USW00013776","2024-04-08","48","30.19","30.04","54","5.37","   65",,,"  210",,,
"USW00013776","2024-04-09","56","30.16","30.03","58","3.80","   85",,,"  240",,,
"USW00013776","2024-04-10","60","30.05","29.93","63","6.04","   77",,,"  210",,,
"USW00013776","2024-04-11","65","29.70","29.61","67","13.20","   88",,,"  150",,,
"USW00013776","2024-04-12","48","29.78","29.61","55","14.99","   57",,,"  320",,,
"USW00013776","2024-04-13","40","30.06","29.91","50","9.62","   50",,,"  300",,,
"USW00013776","2024-04-14","43","30.06","29.93","54","4.92","   51",,,"  200",,,
"USW00013776","2024-04-15","53","29.97","29.83","61","5.82","   54",,,"  230",,,
"USW00013776","2024-04-16","59","30.07","29.93","65","4.70","   62",,,"  120",,,
"USW00013776","2024-04-17","58","30.08","29.96","63","5.82","   68",,,"  220","    1",,
"USW00013776","2024-04-18","58","30.00","29.87","65","4.92","   64",,,"  270",,,
"USW00013776","2024-04-19","63","29.98","29.83","65","4.92","   87",,,"   20",,,
"USW00013776","2024-04-20","67","29.94","29.80","68","4.03","   90",,,"   10","    1",,
"USW00013776","2024-04-21","54","29.93","29.80","56","8.50","   86",,,"  330",,,
"USW00013776","2024-04-22","42","30.10","29.94","47","7.16","   71",,,"  330",,,
"USW00013776","2024-04-23","41","30.16","30.03","49","4.47","   60",,,"  210",,,
"USW00013776","2024-04-24","51","30.04","29.91","57","8.50","   63",,,"  230",,,
"USW00013776","2024-04-25","53","30.10","29.95","59","3.80","   65",,,"   70",,,
"USW00013776","2024-04-26","52","30.29","30.14","56","6.49","   73",,,"   70",,,
"USW00013776","2024-04-27","57","30.35","30.22","60","5.14","   75",,,"  150",,,
"USW00013776","2024-04-28","58","30.26","30.14","61","4.03","   78",,,"  220","    1",,
"USW00013776","2024-04-29","59","30.12","29.99","63","6.71","   70",,,"  260",,,
"USW00013776","2024-04-30",,,,,"7.16","   68",,,"  250",,,
"USW00013776","2024-05-01","64","29.96","29.84","67","3.58","   78",,,"  360",,,
"USW00013776","2024-05-02","63","29.98","29.85","67","3.13","   70",,,"  150",,,
"USW00013776","2024-05-03","65","30.01","29.88","68","3.80","   73",,,"  140","    1",,
"USW00013776","2024-05-04","66","30.07","29.93","68","4.47","   85",,,"  260",,,
"USW00013776","2024-05-05","69","30.06","29.93","70","4.92","   90",,,"  240","    1",,
"USW00013776","2024-05-06","69","30.00","29.88","70","6.26","   90",,,"  270",,,
"USW00013776","2024-05-07","69","29.84","29.72","71","6.71","   82",,,"  250",,,
"USW00013776","2024-05-08","70","29.80","29.67","72","7.83","   81",,,"  360",,,
"USW00013776","2024-05-09","67","29.74","29.60","69","9.17","   85",,,"  290",,,
"USW00013776","2024-05-10","65","29.67","29.54","67","9.17","   86",,,"  320",,,
"USW00013776","2024-05-11","51","29.84","29.70","56","4.92","   65",,,"  270",,,
"USW00013776","2024-05-12","51","29.91","29.76","58","5.59","   60",,,"  290",,,
"USW00013776","2024-05-13","55","30.02","29.89","60","4.47","   65",,,"  140",,,
"USW00013776","2024-05-14","68","29.84","29.73","68","6.71","   94",,,"  130",,,
"USW00013776","2024-05-15","66","29.69","29.57","68","5.59","   87",,,"  270","    1",,
"USW00013776","2024-05-16","65","29.78","29.64","67","3.58","   81",,,"  280","    1",,
"USW00013776","2024-05-17","67","29.88","29.75","69","4.47","   80",,,"  150",,,
"USW00013776","2024-05-18","69","29.86","29.72","71","7.16","   81",,,"  230",,,
"USW00013776","2024-05-19","63","29.93","29.79","65","8.28","   84",,,"   40",,,
"USW00013776","2024-05-20","61","29.99","29.86","64","6.93","   77",,,"   20",,,
"USW00013776","2024-05-21","60","30.00","29.87","64","2.91","   70",,,"   30",,,
"USW00013776","2024-05-22","61","30.02","29.89","66","2.91","   67",,,"  210",,,
"USW00013776","2024-05-23","67","29.97","29.84","71","5.59","   70",,,"  230",,,
"USW00013776","2024-05-24","69","29.87","29.76","72","5.14","   76",,,"  240",,,
"USW00013776","2024-05-25","68","29.86","29.73","71","4.25","   73",,,"  200",,,
"USW00013776","2024-05-26","70","29.87","29.74","73","3.80","   75",,,"  360","    1",,
"USW00013776","2024-05-27","70","29.85","29.72","73","8.95","   69",,,"  220",,,
"USW00013776","2024-05-28","67","29.89","29.76","71","4.92","   68",,,"  300",,,
"USW00013776","2024-05-29","59","29.96","29.83","66","3.80","   60",,,"  290",,,
"USW00013776","2024-05-30","53","30.05","29.92","61","5.82","   53",,,"   30",,,
"USW00013776","2024-05-31","47","30.19","30.06","57","6.71","   50",,,"   30",,,
"USW00013776","2024-06-01","52","30.21","30.09","59","3.80","   60",,,"  150",,,
"USW00013776","2024-06-02","61","30.10","29.98","66","4.92","   63",,,"  160",,,
"USW00013776","2024-06-03","67","29.99","29.86","70","5.14","   76",,,"  300",,,
"USW00013776","2024-06-04","67","29.95","29.82","71","4.92","   68",,,"  280",,,
"USW00013776","2024-06-05","69","29.89","29.78","72","4.92","   75",,,"  270",,,
"USW00013776","2024-06-06","71","29.75","29.64","74","7.38","   80",,,"  240",,,
"USW00013776","2024-06-07","67","29.74","29.60","72","4.70","   66",,,"  360",,,
"USW00013776","2024-06-08","56","29.89","29.75","65","4.47","   53",,,"  340",,,
"USW00013776","2024-06-09","64","29.77","29.65","70","6.49","   62",,,"  270",,,
"USW00013776","2024-06-10","64","29.78","29.64","68","4.70","   74",,,"  210",,,
"USW00013776","2024-06-11","60","29.87","29.72","66","3.58","   63",,,"  150",,,
"USW00013776","2024-06-12","65","29.98","29.85","69","4.70","   67",,,"  120",,,
"USW00013776","2024-06-13","65","29.99","29.86","70","6.71","   65",,,"  110",,,
"USW00013776","2024-06-14","65","29.91","29.78","71","4.03","   62",,,"   30",,,
"USW00013776","2024-06-15","69","29.96","29.81","74","6.49","   62",,,"   20",,,
"USW00013776","2024-06-16","67","30.12","29.97","72","7.61","   62",,,"  130",,,
"USW00013776","2024-06-17","66","30.16","30.03","71","5.82","   64",,,"  150",,,
"USW00013776","2024-06-18","64","30.20","30.06","69","6.04","   65",,,"  110",,,
"USW00013776","2024-06-19","64","30.26","30.12","69","6.49","   61",,,"  120",,,
"USW00013776","2024-06-20","63","30.27","30.14","69","6.04","   60",,,"   60",,,
"USW00013776","2024-06-21","68","30.19","30.06","72","4.47","   72",,,"  130",,,
"USW00013776","2024-06-22","73","30.07","29.98","76","4.47","   73",,,"  160","    1",,
"USW00013776","2024-06-23","75","29.91","29.80","77","7.61","   75",,,"  150",,,
"USW00013776","2024-06-24","73","29.80","29.67","77","7.61","   69",,,"  240",,,
"USW00013776","2024-06-25","73","29.93","29.79","76","6.71","   76",,,"  140",,,
"USW00013776","2024-06-26","74","29.85","29.73","76","5.82","   75",,,"  220",,,
"USW00013776","2024-06-27","75","29.82","29.67","77","4.92","   85",,,"  320",,,
"USW00013776","2024-06-28","74","29.99","29.83","76","5.82","   77",,,"  140",,,
"USW00013776","2024-06-29","75","30.09","29.95","78","4.25","   73",,,"  190","    1",,
"USW00013776","2024-06-30","77","30.02","29.90","79","5.82","   77",,,"  190",,,
"USW00013776","2024-07-01","67","30.01","29.85","71","8.72","   69",,,"   20",,,
"USW00013776","2024-07-02","60","30.15","30.01","67","6.93","   58",,,"   60",,,
"USW00013776","2024-07-03","65","30.13","30.00","70","4.03","   63",,,"  150",,,
"USW00013776","2024-07-04","71","29.98","29.88","75","5.82","   66",,,"  160",,,
"USW00013776","2024-07-05","74","29.88","29.75","78","8.05","   65",,,"  190",,,
"USW00013776","2024-07-06","75","29.92","29.78","78","7.38","   69",,,"  160",,,
"USW00013776","2024-07-07","75","29.99","29.85","78","5.37","   78",,,"  250",,,
"USW00013776","2024-07-08","72","30.01","29.88","76","4.47","   69",,,"  240",,,
"USW00013776","2024-07-09","76","29.95","29.83","78","4.70","   74",,,"  140",,,
"USW00013776","2024-07-10","77","29.86","29.73","79","6.04","   74",,,"  150",,,
"USW00013776","2024-07-11","71","29.94","29.80","75","6.71","   70",,,"   10",,,
"USW00013776","2024-07-12","77","30.04","29.90","78","4.03","   93",,,"  150",,,
"USW00013776","2024-07-13","76","30.12","29.98","78","3.13","   78",,,"  260",,,
"USW00013776","2024-07-14","73","30.06","29.95","77","5.59","   66",,,"  200",,,
"USW00013776","2024-07-15","73","29.98","29.86","77","4.47","   69",,,"  240",,,
"USW00013776","2024-07-16","72","29.96","29.82","76","7.38","   70",,,"  200",,,
"USW00013776","2024-07-17","74","29.95","29.82","77","9.62","   73",,,"  250",,,
"USW00013776","2024-07-18","74","29.96","29.82","76","9.62","   80",,,"  290",,,
"USW00013776","2024-07-19","72","30.05","29.91","74","3.58","   84",,,"  240",,,
"USW00013776","2024-07-20","73","30.07","29.95","75","6.26","   78",,,"  220","    1",,
"USW00013776","2024-07-21","74","30.04","29.91","76","5.37","   76",,,"  230",,,
"USW00013776","2024-07-22","74","30.03","29.90","76","5.37","   83",,,"  350",,,
"USW00013776","2024-07-23","75","30.08","29.94","77","4.70","   79",,,"  200",,,
"USW00013776","2024-07-24","75","30.16","30.03","77","6.26","   82",,,"  140",,,
"USW00013776","2024-07-25","75","30.14","30.01","76","4.92","   88",,,"  310","    1",,
"USW00013776","2024-07-26","74","30.04","29.91","75","5.59","   91",,,"   50",,,
"USW00013776","2024-07-27","70","30.06","29.92","73","6.93","   75",,,"   30",,,
"USW00013776","2024-07-28","63","30.12","29.98","68","2.91","   63",,,"   40",,,
"USW00013776","2024-07-29","69","30.07","29.93","70","4.03","   85",,,"  240",,,
"USW00013776","2024-07-30","73","29.98","29.85","76","4.47","   78",,,"  230",,,
"USW00013776","2024-07-31","73","29.99","29.85","75","4.25","   76",,,"  280",,,
"USW00013776","2024-08-01","75","30.01","29.88","78","4.47","   74",,,"  240",,,
"USW00013776","2024-08-02","76","29.97","29.83","78","5.82","   81",,,"  290",,,
"USW00013776","2024-08-03","74","29.95","29.81","76","10.07","   80",,,"  240",,,
"USW00013776","2024-08-04","74","30.03","29.88","75","5.82","   89",,,"  140",,,
"USW00013776","2024-08-05","75","30.05","29.93","76","4.70","   88",,,"  140","    1",,
"USW00013776","2024-08-06","75","29.87","29.77","76","9.62","   94",,,"   60",,,
"USW00013776","2024-08-07","76","29.64","29.54","77","14.54","   91",,,"   30",,,
"USW00013776","2024-08-08","75","29.55","29.39","76","14.09","   90",,,"  130",,,
"USW00013776","2024-08-09","76","29.88","29.70","78","4.92","   80",,,"  200",,,
"USW00013776","2024-08-10","77","29.97","29.83","78","2.91","   84",,,"  300",,,
"USW00013776","2024-08-11","76","29.98","29.85","78","2.46","   87",,,"  160",,,
"USW00013776","2024-08-12","75","29.98","29.85","76","4.03","   84",,,"   10",,,
"USW00013776","2024-08-13","69","30.04","29.90","73","7.16","   74",,,"   40",,,
"USW00013776","2024-08-14","67","30.05","29.92","71","3.80","   71",,,"   20",,,
"USW00013776","2024-08-15","66","30.07","29.93","70","2.91","   70",,,"   20",,,
"USW00013776","2024-08-16","68","30.04","29.91","72","2.91","   72",,,"  230",,,
"USW00013776","2024-08-17","70","29.94","29.83","74","6.93","   70",,,"  200",,,
"USW00013776","2024-08-18","73","29.83","29.70","75","5.59","   77",,,"  360",,,
"USW00013776","2024-08-19","71","29.81","29.67","74","4.70","   74",,,"  280",,,
"USW00013776","2024-08-20","68","29.94","29.78","71","7.61","   72",,,"   50",,,
"USW00013776","2024-08-21","58","30.11","29.96","64","8.50","   62",,,"   30",,,
"USW00013776","2024-08-22","56","30.20","30.06","62","6.49","   61",,,"   30",,,
"USW00013776","2024-08-23","58","30.25","30.11","63","7.16","   65",,,"   40",,,
"USW00013776","2024-08-24","63","30.21","30.09","67","6.93","   72",,,"   30",,,
"USW00013776","2024-08-25","66","30.19","30.05","70","7.16","   68",,,"   20",,,
"USW00013776","2024-08-26","69","30.16","30.04","72","3.36","   75",,,"   80",,,
"USW00013776","2024-08-27","71","30.11","29.98","74","1.79","   75",,,"  230","    1",,
"USW00013776","2024-08-28","72","30.09","29.96","75","3.80","   74",,,"  200",,,
"USW00013776","2024-08-29","74","30.11","29.97","77","3.58","   72",,,"  150",,,
"USW00013776","2024-08-30","73","30.11","29.99","76","3.58","   77",,,"  360",,,
"USW00013776","2024-08-31","72","30.04","29.93","75",,"   75",,,"   30",,,
"USW00013776","2024-09-01","73","29.98","29.85","76","5.59","   76",,,"  330",,,
"USW00013776","2024-09-02","72","29.99","29.87","74","6.71","   81",,,"   30",,,
"USW00013776","2024-09-03","59","30.17","30.04","64","11.63","   61",,,"   20",,,
"USW00013776","2024-09-04","63","30.25","30.11","67","10.74","   68",,,"   20",,,
"USW00013776","2024-09-05","64","30.20","30.06","68","8.95","   75",,,"   40",,,
"USW00013776","2024-09-06","66","30.03","29.90","69","3.80","   76",,,"   20",,,
"USW00013776","2024-09-07","69","29.87","29.74","71","5.14","   82",,,"  330",,,
"USW00013776","2024-09-08","60","30.06","29.93","64","6.71","   71",,,"   60",,,
"USW00013776","2024-09-09","56","30.13","30.00","62","4.70","   67",,,"   70",,,
"USW00013776","2024-09-10","57","30.12","29.99","61","2.01","   70",,,"   60",,,
"USW00013776","2024-09-11","61","30.11","29.98","65","4.92","   73",,,"   60",,,
"USW00013776","2024-09-12","63","30.08","29.95","67","8.50","   65",,,"   80",,,
"USW00013776","2024-09-13","70","30.03","29.90","71","10.96","   89",,,"   20",,,
"USW00013776","2024-09-14","68","30.03","29.90","71","12.30","   79",,,"   40",,,
"USW00013776","2024-09-15","69","30.06","29.93","71","12.08","   81",,,"   50",,,
"USW00013776","2024-09-16","67","29.91","29.79","68","16.55","   93",,,"   10",,,
"USW00013776","2024-09-17","65","29.92","29.78","66","4.25","   85",,,"  150",,,
"USW00013776","2024-09-18","67","29.92","29.78","69","2.01","   83",,,"  260",,,
"USW00013776","2024-09-19","70","29.87","29.74","72","2.46","   85",,,"  360",,,
"USW00013776","2024-09-20","68","29.89","29.75","70","3.36","   81",,,"   30","    1",,
"USW00013776","2024-09-21","66","29.96","29.83","69","2.68","   75",,,"  110",,,
"USW00013776","2024-09-22","70","29.91","29.78","73","4.47","   77",,,"  240",,,
"USW00013776","2024-09-23","70","29.96","29.82","72","3.58","   86",,,"  120",,,
"USW00013776","2024-09-24","73","29.96","29.83","74","5.37","   86",,,"  190",,,
"USW00013776","2024-09-25","73","29.97","29.84","75","4.92","   82",,,"  150","    1",,
"USW00013776","2024-09-26","74","29.92","29.77","75","7.83","   88",,,"  110",,,
"USW00013776","2024-09-27","73","29.66","29.50","75","11.86","   80",,,"  140","    1",,
"USW00013776","2024-09-28","68","29.84","29.71","70","4.92","   78",,,"  230",,,
"USW00013776","2024-09-29","71","29.85","29.73","72","1.79","   85",,,"  220","    1",,
"USW00013776","2024-09-30","71","29.89","29.75","73","3.58","   83",,,"  230",,,
"USW00013776","2024-10-01",,,,,"4.03",,,,"  330",,,
"USW00013776","2024-10-02",,,,,"4.25",,,,"   10",,,
"USW00013776","2024-10-03",,,,,"3.58",,,,"   30",,,
"USW00013776","2024-10-04",,,,,"3.13",,,,"  100",,,
"USW00013776","2024-10-05",,,,,"1.79",,,,"   50",,,
"USW00013776","2024-10-06",,,,,"2.46",,,,"   80",,,
"USW00013776","2024-10-07",,,,,"2.24",,,,"  240",,,
"USW00013776","2024-10-08",,,,,"7.61",,,,"   30",,,
"USW00013776","2024-10-09",,,,,"4.92",,,,"   10",,,
"USW00013776","2024-10-10",,,,,"10.51",,,,"   30",,,
"USW00013776","2024-10-11",,,,,"3.13",,,,"   20",,,
"USW00013776","2024-10-12",,,,,"2.91",,,,"  260",,,
"USW00013776","2024-10-13",,,,,"5.59",,,,"  210",,,
"USW00013776","2024-10-14",,,,,"8.50",,,,"  270",,,
"USW00013776","2024-10-15",,,,,"4.03",,,,"  350",,,
"USW00013776","2024-10-16",,,,,"8.28",,,,"   10",,,
"USW00013776","2024-10-17",,,,,"6.04",,,,"  350",,,
"USW00013776","2024-10-18",,,,,"4.25",,,,"  350",,,
"USW00013776","2024-10-19",,,,,"4.47",,,,"   20",,,
"USW00013776","2024-10-20",,,,,"4.47",,,,"   40",,,
"USW00013776","2024-10-21",,,,,"2.91",,,,"   30",,,
"USW00013776","2024-10-22",,,,,"2.68",,,,"   50",,,
"USW00013776","2024-10-23",,,,,"2.91",,,,"  320",,,
"USW00013776","2024-10-24",,,,,"3.58",,,,"  350",,,
"USW00013776","2024-10-25",,,,,"1.57",,,,"  260",,,
"USW00013776","2024-10-26",,,,,"2.91",,,,"  310","    1",,
"USW00013776","2024-10-27",,,,,"8.72",,,,"   30",,,
"USW00013776","2024-10-28",,,,,"6.04",,,,"   60",,,
"USW00013776","2024-10-29",,,,,"4.25",,,,"   40",,,
"USW00013776","2024-10-30",,,,,"2.46",,,,"  130",,,
"USW00013776","2024-10-31",,,,,"2.91",,,,"  240","    1",,
"USW00013776","2024-11-01",,,,,"3.58",,,,"  250","    1",,
"USW00013776","2024-11-02",,,,,"5.82",,,,"   30",,,
"USW00013776","2024-11-03",,,,,"8.05",,,,"   40",,,
"USW00013776","2024-11-04",,,,,"6.71",,,,"   40",,,
"USW00013776","2024-11-05",,,,,"6.49",,,,"  140",,,
"USW00013776","2024-11-06",,,,,"1.57",,,,"  220","    1",,
"USW00013776","2024-11-07",,,,,"2.24",,,,"  320",,,
"USW00013776","2024-11-08",,,,,"1.57",,,,"  280",,,
"USW00013776","2024-11-09",,,,,"8.95",,,,"   30",,,
"USW00013776","2024-11-10",,,,,"4.92",,,,"  110",,,
"USW00013776","2024-11-11",,,,,"4.47",,,,"  250","    1",,
"USW00013776","2024-11-12",,,,,"5.82",,,,"   10","    1",,
"USW00013776","2024-11-13",,,,,"8.28",,,,"   40",,,
"USW00013776","2024-11-14",,,,,"7.83",,,,"   80",,,
"USW00013776","2024-11-15",,,,,"8.50",,,,"  350",,,
"USW00013776","2024-11-16",,,,,"2.91",,,,"  310",,,
"USW00013776","2024-11-17",,,,,"1.34",,,,"  290",,,
"USW00013776","2024-11-18",,,,,"2.01",,,,"  290","    1",,
"USW00013776","2024-11-19",,,,,"2.24",,,,"  250",,,
"USW00013776","2024-11-20",,,,,"3.36",,,,"  320",,,
"USW00013776","2024-11-21",,,,,"7.83",,,,"  240",,,
"USW00013776","2024-11-22",,,,,"8.95",,,,"  290",,,
"USW00013776","2024-11-23",,,,,"6.49",,,,"  300",,,
"USW00013776","2024-11-24",,,,,"1.12",,,,"  220",,,
"USW00013776","2024-11-25",,,,,"3.80",,,,"  250",,,
"USW00013776","2024-11-26",,,,,"4.92",,,,"  240","    1",,
"USW00013776","2024-11-27",,,,,"2.68",,,,"  140","    1",,
"USW00013776","2024-11-28",,,,,"11.86",,,,"  220",,,
"USW00013776","2024-11-29",,,,,"7.16",,,,"  300",,,
"USW00013776","2024-11-30",,,,,"3.80",,,,"  280",,,
"USW00013776","2024-12-01",,,,,"2.46",,,,"  250",,,
"USW00013776","2024-12-02",,,,,"4.47",,,,"  280",,,
"USW00013776","2024-12-03",,,,,"6.93",,,,"   10",,,
"USW00013776","2024-12-04",,,,,"6.26",,,,"  210",,,
"USW00013776","2024-12-05",,,,,"15.88",,,,"  250",,,
"USW00013776","2024-12-06",,,,,"5.82",,,,"  300",,,
"USW00013776","2024-12-07",,,,,"2.01",,,,"  230",,,
"USW00013776","2024-12-08",,,,,"7.16",,,,"  230",,,
"USW00013776","2024-12-09",,,,,"4.25",,,,"  190",,,
"USW00013776","2024-12-10",,,,,"6.04",,,,"  220",,,
"USW00013776","2024-12-11",,,,,"14.76",,,,"  240",,,
"USW00013776","2024-12-12",,,,,"2.46",,,,"  330",,,
"USW00013776","2024-12-13",,,,,"2.24",,,,"   30",,,
"USW00013776","2024-12-14",,,,,"10.29",,,,"   40",,,
"USW00013776","2024-12-15",,,,,"7.83",,,,"   20",,,
"USW00013776","2024-12-16",,,,,"2.24",,,,"  360",,,
"USW00013776","2024-12-17",,,,,"2.46",,,,"  240","    1",,
"USW00013776","2024-12-18",,,,,"2.46",,,,"  280",,,
"USW00013776","2024-12-19",,,,,"8.05",,,,"   40",,,
"USW00013776","2024-12-20",,,,,"4.92",,,,"  300",,,
"USW00013776","2024-12-21",,,,,"7.83",,,,"  360",,,
"USW00013776","2024-12-22",,,,,"6.93",,,,"   40",,,
"USW00013776","2024-12-23",,,,,"6.26",,,,"   50",,,
"USW00013776","2024-12-24",,,,,"3.13",,,,"   50",,,
"USW00013776","2024-12-25",,,,,"6.71",,,,"   60",,,
"USW00013776","2024-12-26",,,,,"7.38",,,,"   30",,,
"USW00013776","2024-12-27",,,,,"6.26",,,,"   30",,,
"USW00013776","2024-12-28",,,,,"5.37",,,,"  180",,,
"USW00013776","2024-12-29",,,,,"10.07",,,,"  100",,,
"USW00013776","2024-12-30",,,,,"5.14",,,,"  230",,,
"USW00013776","2024-12-31","50","29.77","29.65","53","6.04","   80",,,"  250",,,
"USW00013873","2024-01-01","28","30.12","29.23","37","6.26","   57",,"45","  300",,,
"USW00013873","2024-01-02","22","30.24","29.36","32","3.13","   55",,"38","  260",,,
"USW00013873","2024-01-03","27","30.10","29.23","34","3.58","   64",,"38","  290",,,
"USW00013873","2024-01-04","25","30.13","29.23","35","6.04","   55",,"43","   70",,,
"USW00013873","2024-01-05","24","30.24","29.36","33","8.72","   56",,"37","   80",,,
